reach_id,min_node_id,max_node_id,node_count,min_x,max_x,min_y,max_y,min_river_name,max_river_name,swot_orbit
45244400281,45244400280331,45244400280931,92,80.24935272,80.25253194,28.83060789,28.920612,Chaundhar Nadi,Chaundhar Nadi,64
45241600911,45241600910241,45241600910251,2,88.03195415,88.03306842,26.36466517,26.36599335,Mechi River,Mechi River,217 564
